,선수,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+,WPA,생일
1077,이재현22삼SS,75,239,230,23,54,4,0,7,79,23,0,0,5,1,0,44,6,3,0,,,,,,,-0.05,-0.82,2003-02-04
1078,김웅빈22키DH,45,135,115,17,26,5,1,1,36,11,0,2,13,4,1,38,2,3,0,,,,,,,-0.05,-0.84,1996-02-09
1079,해즐베이커19KCF,11,46,41,5,6,2,0,2,14,5,1,1,4,1,0,18,0,0,0,,,,,,,-0.05,0.22,1987-08-14
1080,신성현21두3B,11,15,11,3,2,0,0,0,2,0,0,0,3,1,0,6,0,0,0,.182,.400,.182,.582,.327,90.7,-0.05,0.05,1990-10-19
1081,유서준21SCF,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-126.4,-0.05,-0.00,1995-12-04
1082,지석훈21N2B,28,43,34,6,5,1,0,0,6,2,0,0,6,2,0,12,0,0,1,.147,.302,.176,.479,.259,45.6,-0.05,0.02,1984-03-17
1083,김재현19삼2B,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.05,-0.03,1991-08-30
1084,송승환19두,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.05,-0.00,2000-10-28
1085,박준혁20KRF,12,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-126.0,-0.05,-0.00,1999-08-30
1086,이호연21롯,7,11,9,0,2,0,0,0,2,1,0,0,1,0,0,1,1,0,1,.222,.273,.222,.495,.241,33.3,-0.05,-0.49,1995-06-03
1087,이현동19삼RF,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.05,-0.07,1993-03-27
1088,김창혁19한C,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.05,0.00,1991-05-17
1089,김용의20L1B,101,75,70,28,19,1,1,1,25,12,7,3,3,0,0,15,2,1,1,.271,.297,.357,.654,.295,69.6,-0.05,0.06,1985-08-20
1090,이호연20롯1B,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-126.0,-0.06,-0.00,1995-06-03
1091,최민재19SRF,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.06,-0.08,1994-01-08
1092,황윤호21K3B,6,19,17,2,3,0,0,0,3,0,0,0,1,1,0,3,1,0,0,.176,.263,.176,.440,.231,26.1,-0.06,-0.18,1993-09-22
1093,문상인22K,12,3,3,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,.000,.000,.000,.000,.000,-124.0,-0.06,-0.01,1998-01-31
1094,문찬종21키2B,12,17,14,0,2,0,0,0,2,1,0,0,3,0,0,4,1,0,0,.143,.294,.143,.437,.243,35.7,-0.06,-0.12,1991-03-23
1095,이거연20SDH,8,10,8,1,1,0,0,0,1,0,0,0,2,0,0,6,0,0,0,.125,.300,.125,.425,.241,31.3,-0.06,0.02,1997-06-15
1096,전민수22NDH,20,41,40,3,11,2,0,0,13,2,0,0,1,0,0,14,0,0,0,.275,.293,.325,.618,.289,76.6,-0.06,0.26,1989-03-18
1097,정훈19롯1B,88,222,190,26,43,4,1,2,55,17,4,3,23,5,1,47,4,3,1,.226,.324,.289,.614,.293,73.4,-0.06,-0.59,1987-07-18
1098,신민재21L2B,32,27,23,8,3,0,0,0,3,2,2,1,4,0,0,6,0,0,0,.130,.259,.130,.390,.216,17.1,-0.06,-0.32,1996-01-21
1099,국해성19두RF,21,41,35,2,6,3,0,0,9,2,0,0,5,1,0,13,3,0,0,.171,.293,.257,.550,.272,60.3,-0.06,-0.65,1989-10-08
1100,김재호22두SS,102,264,223,26,48,7,0,1,58,21,0,2,28,2,0,33,5,7,4,.215,.304,.260,.564,.267,60.6,-0.06,-1.91,1985-03-21
1101,화이트20SDH,9,30,22,3,3,1,0,1,7,4,0,0,6,2,0,1,0,0,0,.136,.367,.318,.685,.337,92.6,-0.06,0.02,1990-10-29
1102,이상호22L2B,60,80,72,9,18,2,0,0,20,5,1,2,4,1,0,6,1,3,0,.250,.299,.278,.577,.267,59.5,-0.06,-0.24,1989-02-05
1103,김주현21롯DH,8,17,16,1,4,0,0,0,4,0,0,0,1,0,0,6,0,0,0,.250,.294,.250,.544,.269,51.5,-0.06,-0.34,1993-12-21
1104,정상호21SC,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-126.4,-0.06,-0.02,1982-12-24
1105,이대형19K,18,19,14,2,2,1,0,0,3,4,0,0,4,0,0,5,0,0,1,.143,.316,.214,.530,.271,58.6,-0.07,-0.10,1983-07-19
1106,이현석19SC,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.07,-0.03,1992-06-07
1107,양성우20한LF,5,9,9,1,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,.222,.222,.222,.444,.209,14.1,-0.07,-0.06,1989-05-02
1108,김재현20키C,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-126.0,-0.07,-0.01,1993-03-18
1109,서예일19두3B,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.07,0.00,1993-06-19
1110,지석훈19N3B,76,169,149,15,34,9,0,2,49,15,0,1,10,6,1,37,6,2,2,.228,.299,.329,.628,.290,69.9,-0.07,0.44,1984-03-17
1111,김용의21L1B,102,41,27,19,4,2,0,0,6,2,6,0,9,0,0,5,1,4,1,.148,.351,.222,.574,.273,57.4,-0.07,0.36,1985-08-20
1112,권민석20두3B,55,57,50,6,13,2,0,0,15,7,1,0,3,0,0,15,0,2,2,.260,.291,.300,.591,.266,49.2,-0.07,-0.45,1999-02-20
1113,오명진21두,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-126.4,-0.07,0.00,2001-09-04
1114,김문호19롯CF,51,109,103,6,25,7,0,0,32,4,2,0,4,0,0,30,1,1,1,.243,.269,.311,.579,.267,55.1,-0.07,-1.10,1987-06-22
1115,유영준20N2B,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-126.0,-0.07,-0.07,1994-07-13
1116,정범모22NC,5,7,7,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,.143,.143,.143,.286,.135,-30.2,-0.07,-0.01,1987-03-26
1117,장준원21L3B,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-126.4,-0.07,0.00,1995-11-21
1118,백동훈21두CF,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-126.4,-0.07,-0.05,1990-09-16
1119,남태혁19SDH,12,24,22,1,5,0,0,0,5,1,0,0,2,0,0,3,3,0,0,.227,.292,.227,.519,.257,48.3,-0.07,-0.47,1991-03-13
1120,신범수22KC,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-124.0,-0.07,-0.07,1998-01-25
1121,윤해진19K3B,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.07,0.05,1989-02-25
1122,나경민19롯CF,45,49,45,10,9,0,2,0,13,7,2,0,3,1,0,12,0,0,0,.200,.265,.289,.554,.262,54.5,-0.07,0.44,1991-12-12
1123,류승현22K,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-124.0,-0.07,0.15,1997-07-01
1124,김수환22키1B,57,168,140,18,25,6,0,4,43,14,0,0,21,3,0,56,0,3,1,.179,.297,.307,.604,.284,74.9,-0.07,-0.63,1998-03-20
1125,조한민20한SS,25,52,50,7,11,4,0,0,15,2,0,0,0,2,0,22,0,0,0,.220,.250,.300,.550,.255,43.5,-0.07,-0.25,2000-10-20
1126,문상철21KDH,53,105,95,14,20,6,0,2,32,16,2,0,8,2,0,33,1,0,0,.211,.286,.337,.623,.295,67.8,-0.07,-0.84,1991-04-06
1127,손호영21LSS,8,12,10,2,1,0,0,0,1,0,0,0,1,1,0,2,0,0,0,.100,.250,.100,.350,.205,11.0,-0.07,0.01,1994-08-23
1128,김민혁21두,6,8,6,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,.000,.250,.000,.250,.184,-2.7,-0.07,0.05,1996-05-03
1129,문상철19K1B,33,67,59,8,12,1,0,2,19,7,2,0,4,2,0,26,1,0,2,.203,.269,.322,.591,.274,61.3,-0.07,-0.28,1991-04-06
1130,유재신19KLF,71,59,51,17,13,2,1,0,17,6,4,3,6,0,0,12,1,1,1,.255,.328,.333,.661,.306,80.1,-0.08,0.11,1987-11-21
1131,이도윤20한SS,14,25,24,3,5,1,0,0,6,1,0,0,1,0,0,6,0,0,0,.208,.240,.250,.490,.232,27.7,-0.08,-0.20,1996-10-07
1132,백승민21삼,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-126.4,-0.08,-0.01,1990-07-09
1133,송준석19삼LF,26,56,51,6,12,3,0,1,18,4,0,0,2,1,0,14,3,1,1,.235,.273,.353,.626,.282,63.0,-0.08,-0.43,1994-05-04
1134,김민수22롯RF,5,7,7,0,1,0,0,0,1,1,0,0,0,0,0,4,0,0,0,.143,.143,.143,.286,.135,-33.7,-0.08,-0.02,1996-06-11
1135,이영빈22L2B,60,83,76,16,14,3,0,1,20,5,0,0,7,0,0,25,3,0,0,.184,.253,.263,.516,.247,48.0,-0.08,-0.73,2002-06-17
1136,배성근19롯2B,36,48,44,4,9,1,0,0,10,2,1,0,4,0,0,13,0,0,0,.205,.271,.227,.498,.245,40.3,-0.08,0.06,1995-04-27
1137,김영웅22삼3B,12,15,15,2,2,0,0,1,5,1,0,0,0,0,0,7,0,0,0,.133,.133,.333,.467,.202,8.8,-0.08,-0.16,2003-08-24
1138,고장혁20K3B,7,13,13,0,3,0,0,0,3,0,0,0,0,0,0,5,0,0,0,.231,.231,.231,.462,.217,14.5,-0.08,-0.22,1990-01-08
1139,김태훈20KDH,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-126.0,-0.08,-0.00,1996-03-31
1140,오태곤19KDH,60,192,164,27,36,5,0,2,47,13,10,2,20,4,0,39,4,3,1,.220,.318,.287,.604,.289,70.7,-0.08,-0.33,1991-11-18
1141,안권수21두RF,87,47,42,17,10,0,1,0,12,4,3,0,3,0,0,3,0,2,0,.238,.289,.286,.575,.266,48.7,-0.08,-0.25,1993-04-19
1142,오선진21삼SS,23,46,42,5,9,0,0,0,9,2,0,0,3,1,0,8,2,0,0,.214,.283,.214,.497,.252,41.8,-0.08,-0.27,1989-07-07
1143,김도환20삼C,34,49,41,2,9,2,0,0,11,9,0,0,5,0,0,16,0,1,2,.220,.292,.268,.560,.262,46.9,-0.08,-0.32,2000-04-14
1144,최진행20한DH,84,240,214,23,50,5,0,8,79,30,0,0,18,5,0,59,11,0,3,.234,.304,.369,.673,.309,78.1,-0.08,-0.59,1985-08-17
1145,김병희19K3B,4,7,7,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,.143,.143,.143,.286,.135,-36.3,-0.08,-0.03,1990-12-06
1146,석정우22S2B,9,9,9,1,2,0,0,0,2,0,0,1,0,0,0,3,0,0,0,.222,.222,.222,.444,.210,19.7,-0.09,-0.11,1999-01-20
1147,안익훈21LCF,48,16,14,4,2,1,0,0,3,1,0,0,0,2,0,2,1,0,0,.143,.250,.214,.464,.239,35.3,-0.09,-0.09,1996-02-12
1148,백승현20L3B,27,39,28,5,7,1,0,0,8,2,0,0,4,1,0,8,0,6,0,.250,.364,.286,.649,.273,54.4,-0.09,-0.17,1995-05-26
1149,도태훈21N3B,77,76,66,10,12,1,0,1,16,9,1,0,6,4,0,14,3,0,0,.182,.290,.242,.532,.269,52.4,-0.09,-0.57,1993-03-18
1150,박정음19키LF,60,88,71,13,14,2,1,0,18,7,6,5,11,5,0,31,1,1,0,.197,.345,.254,.598,.300,75.9,-0.09,-0.14,1989-04-15
1151,조대현22K,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,.000,.000,.000,.000,.000,-124.0,-0.09,-0.12,1999-08-06
1152,심우준20KSS,144,535,476,58,112,16,3,3,143,51,35,11,37,2,0,98,7,16,4,.235,.291,.300,.591,.271,50.2,-0.09,-2.65,1995-04-28
1153,정진기22NCF,39,59,53,4,10,2,0,1,15,4,1,0,6,0,0,19,1,0,0,.189,.271,.283,.554,.265,58.2,-0.09,-0.59,1992-10-10
1154,최승준19S1B,10,24,22,2,5,0,0,0,5,0,0,0,2,0,0,10,1,0,0,.227,.292,.227,.519,.257,48.1,-0.09,-0.19,1988-01-11
1155,황윤호20K3B,25,73,70,5,17,3,0,0,20,5,2,0,3,0,0,10,3,0,0,.243,.274,.286,.560,.264,46.3,-0.09,-1.18,1993-09-22
1156,이창열19한DH,11,16,13,3,2,0,0,0,2,1,0,0,1,1,0,5,1,1,0,.154,.267,.154,.421,.210,18.8,-0.09,0.07,1991-09-06
1157,이원재20N1B,73,146,132,15,34,5,2,4,55,17,1,0,11,0,1,26,3,2,1,.258,.313,.417,.729,.321,82.5,-0.09,-0.45,1989-05-20
1158,김수윤22N1B,10,18,17,1,2,1,0,1,6,2,0,0,1,0,0,7,0,0,0,.118,.167,.353,.520,.229,31.3,-0.09,-0.01,1998-07-16
1159,박정우21KCF,32,61,48,3,9,1,0,0,10,4,0,2,10,2,0,8,2,1,0,.188,.350,.208,.558,.294,67.6,-0.09,-0.24,1998-02-01
1160,오준혁20SLF,70,161,148,19,40,7,0,3,56,18,0,3,11,1,1,34,1,0,1,.270,.323,.378,.701,.320,83.7,-0.09,0.08,1992-03-11
1161,이시원22KRF,31,16,15,6,2,0,0,0,2,1,2,0,0,1,0,4,0,0,0,.133,.188,.133,.321,.165,-11.5,-0.09,-0.05,1996-07-24
1162,김준완20NRF,45,75,65,8,14,1,0,1,18,5,0,0,10,0,0,9,3,0,0,.215,.320,.277,.597,.292,65.2,-0.10,-0.29,1991-01-20
1163,이정훈20KC,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-126.0,-0.10,-0.06,1994-12-07
1164,박상언20한C,38,47,46,4,10,3,0,0,13,2,0,0,0,1,0,16,1,0,0,.217,.234,.283,.517,.239,32.6,-0.10,-0.28,1997-03-03
1165,정근우20L2B,72,177,154,23,37,4,0,1,44,14,7,2,17,2,1,23,4,3,1,.240,.322,.286,.608,.287,64.4,-0.10,0.10,1982-10-02
1166,강민국21K2B,18,50,45,2,11,2,0,0,13,4,0,0,3,0,0,6,1,2,0,.244,.292,.289,.581,.270,50.6,-0.10,-0.17,1992-01-10
1167,신민재22LCF,14,3,3,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-124.0,-0.10,0.01,1996-01-21
1168,김성표20삼CF,15,8,8,1,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,.125,.125,.125,.250,.118,-48.0,-0.10,0.03,1994-03-17
1169,전준호19LC,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.10,-0.05,1998-07-01
1170,김진곤19KCF,19,34,30,4,8,2,0,0,10,6,1,1,2,0,0,8,1,2,0,.267,.313,.333,.646,.287,67.5,-0.10,0.03,1987-09-10
1171,예진원22키LF,20,14,10,0,1,0,0,0,1,0,0,0,3,0,0,3,0,1,0,.100,.308,.100,.408,.221,29.3,-0.10,-0.20,1999-03-16
1172,김재현22S3B,18,20,18,2,4,1,0,0,5,4,0,0,0,0,0,3,2,2,0,.222,.222,.278,.500,.207,18.9,-0.10,0.17,1991-08-30
1173,오명진20두,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-126.0,-0.10,-0.26,2001-09-04
1174,유영준19N,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.10,-0.04,1994-07-13
1175,장진혁22한RF,41,132,116,11,27,2,0,2,35,17,2,1,12,0,0,28,1,1,3,.233,.298,.302,.599,.281,68.9,-0.10,-0.99,1993-09-30
1176,김회성20한1B,15,25,18,1,3,1,0,0,4,1,0,0,3,1,0,6,2,2,1,.167,.304,.222,.527,.245,35.9,-0.10,-0.22,1985-12-04
1177,이병규19롯DH,8,22,19,1,3,2,0,0,5,0,0,0,2,1,0,7,1,0,0,.158,.273,.263,.536,.262,52.5,-0.11,-0.27,1983-10-09
1178,이원석19한CF,13,9,6,3,0,0,0,0,0,0,2,0,2,1,0,5,0,0,0,.000,.333,.000,.333,.244,39.0,-0.11,0.04,1999-03-31
1179,이재율21NLF,23,17,15,5,3,2,0,0,5,1,1,1,0,2,0,3,1,0,0,.200,.294,.333,.628,.303,76.4,-0.11,-0.25,1993-05-02
1180,배영섭19SLF,30,80,71,5,16,1,0,0,17,7,2,0,6,2,0,15,0,0,1,.225,.300,.239,.539,.267,54.8,-0.11,0.40,1986-06-27
1181,권혁경21KC,5,18,18,1,4,0,0,0,4,0,0,0,0,0,0,6,2,0,0,.222,.222,.222,.444,.213,13.9,-0.11,-0.27,2002-01-23
1182,임동휘19키3B,11,18,15,0,2,1,0,0,3,3,0,0,1,1,0,7,1,1,0,.133,.235,.200,.435,.208,13.1,-0.11,-0.24,1995-08-22
1183,박헌욱19NCF,6,9,9,0,1,1,0,0,2,1,0,0,0,0,0,5,1,0,0,.111,.111,.222,.333,.146,-27.8,-0.11,0.03,1993-04-11
1184,허인서22한C,8,19,18,1,3,0,0,0,3,0,0,0,1,0,0,8,0,0,0,.167,.211,.167,.377,.187,4.3,-0.11,-0.20,2003-07-11
1185,장두성22롯CF,53,28,23,7,4,0,0,0,4,0,4,1,5,0,0,11,0,0,0,.174,.321,.174,.495,.263,54.4,-0.11,-0.32,1999-09-16
1186,장승현22두C,60,109,96,6,20,3,0,0,23,9,0,0,5,4,0,27,2,3,1,.208,.274,.240,.513,.244,43.8,-0.12,-0.69,1994-03-07
1187,오준혁22SRF,47,67,61,3,14,2,0,0,16,6,0,0,5,0,0,15,4,1,0,.230,.288,.262,.550,.262,55.6,-0.12,-0.54,1992-03-11
1188,최정민19K2B,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.12,-0.19,1989-06-02
1189,정기훈20한3B,29,36,31,9,5,2,0,0,7,2,0,1,3,2,0,15,0,0,0,.161,.278,.226,.504,.254,41.7,-0.12,-0.34,1995-02-18
1190,국해성21두RF,4,8,8,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,.125,.125,.125,.250,.120,-47.3,-0.12,-0.11,1989-10-08
1191,황대인19K1B,12,28,25,0,5,2,0,0,7,0,0,0,1,2,0,8,0,0,0,.200,.286,.280,.566,.275,59.0,-0.12,-0.20,1996-02-10
1192,고영우19K3B,22,32,31,2,7,0,1,0,9,3,0,1,0,1,0,8,1,0,0,.226,.250,.290,.540,.252,42.4,-0.12,-0.08,1990-01-08
1193,박한결19한SS,9,11,11,0,2,0,0,0,2,0,0,1,0,0,0,4,1,0,0,.182,.182,.182,.364,.172,-6.7,-0.12,-0.27,1994-12-24
1194,고종욱21SLF,88,199,180,25,48,5,0,2,59,18,2,3,16,0,0,30,6,1,2,.267,.323,.328,.651,.311,80.0,-0.12,0.00,1989-01-11
1195,김민수20삼C,17,26,23,3,4,0,0,0,4,1,0,0,2,0,0,6,0,1,0,.174,.240,.174,.414,.201,7.0,-0.12,-0.23,1991-03-02
1196,유준규22KDH,7,16,14,3,3,0,0,0,3,0,0,0,1,0,0,6,0,1,0,.214,.267,.214,.481,.222,26.3,-0.12,-0.17,2002-08-16
1197,김규남22SRF,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,.000,.000,.000,.000,.000,-124.0,-0.13,-0.09,1995-05-12
1198,김수환20키1B,9,12,11,1,2,1,0,0,3,2,0,0,1,0,0,5,1,0,0,.182,.250,.273,.523,.247,37.2,-0.13,-0.45,1998-03-20
1199,허정협19키LF,37,77,68,3,16,1,0,0,17,8,0,0,7,1,0,19,1,0,1,.235,.312,.250,.562,.277,61.9,-0.13,-0.34,1990-02-17
1200,김준완22키LF,111,398,317,43,60,10,2,1,77,28,1,1,64,8,0,71,4,6,3,.189,.337,.243,.580,.288,74.9,-0.13,-0.86,1991-01-20
1201,양승혁22K2B,11,5,5,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-124.0,-0.13,-0.03,1999-09-29
1202,주효상19키C,18,30,29,3,6,2,1,0,10,5,0,0,1,0,0,7,0,0,0,.207,.233,.345,.578,.261,46.2,-0.13,0.00,1997-11-11
1203,최보성21N3B,10,14,12,0,3,0,0,0,3,1,0,1,0,1,0,5,0,1,0,.250,.308,.250,.558,.260,48.3,-0.13,0.22,1998-10-16
1204,백승민20삼1B,7,12,9,0,0,0,0,0,0,1,0,0,1,2,0,2,0,0,0,.000,.250,.000,.250,.188,-4.1,-0.13,0.02,1990-07-09
1205,이정훈22KDH,6,10,8,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,.000,.200,.000,.200,.144,-26.1,-0.13,-0.22,1994-12-07
1206,오선진20한SS,93,222,197,17,46,4,0,2,56,17,0,1,16,3,0,39,10,6,0,.234,.301,.284,.585,.274,55.6,-0.13,-1.03,1989-07-07
1207,정의윤21SLF,62,178,165,21,38,2,0,7,61,24,0,0,11,0,1,37,5,0,2,.230,.275,.370,.645,.295,67.3,-0.13,-0.04,1986-07-25
1208,문성주21LLF,31,89,79,11,18,1,0,1,22,10,1,1,7,2,0,15,1,0,1,.228,.303,.278,.582,.286,65.3,-0.13,-0.68,1997-02-20
1209,오영수19NDH,3,8,8,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,.125,.125,.125,.250,.118,-47.9,-0.13,-0.05,2000-01-30
1210,김재현22키C,56,88,82,4,17,4,0,1,24,8,0,0,2,1,0,19,3,2,1,.207,.233,.293,.525,.237,40.2,-0.13,-0.66,1993-03-18
1211,박승욱22롯SS,100,228,198,29,45,7,2,1,59,16,8,2,16,2,0,69,1,12,0,.227,.292,.298,.590,.266,55.6,-0.13,-0.61,1992-12-04
1212,김재율19L3B,4,9,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.111,.111,.111,.222,.105,-56.1,-0.13,-0.18,1989-01-14
1213,고명준21SDH,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,.000,.000,.000,.000,.000,-126.4,-0.14,-0.23,2002-07-08
1214,김호재21삼1B,87,90,75,9,17,2,0,0,19,7,0,0,9,2,0,14,0,3,1,.227,.322,.253,.575,.280,60.2,-0.14,-0.15,1995-05-31
1215,김성욱20NRF,104,225,195,32,43,4,1,8,73,26,12,5,17,4,0,40,0,7,2,.221,.294,.374,.668,.295,65.5,-0.14,-0.13,1993-05-01
1216,장승현19두C,35,46,41,3,7,2,0,0,9,3,0,0,3,1,0,13,0,0,1,.171,.239,.220,.459,.223,26.1,-0.14,-0.20,1994-03-07
1217,김민식19KC,53,116,96,6,16,2,0,0,18,14,2,0,15,3,0,29,1,0,2,.167,.293,.188,.481,.249,42.3,-0.14,-0.23,1989-06-28
1218,정진기19SRF,13,17,16,1,3,0,0,0,3,2,0,0,1,0,0,2,0,0,0,.188,.235,.188,.423,.209,15.6,-0.14,-0.13,1992-10-10
1219,주효상20키C,63,101,84,6,16,4,0,0,20,7,0,0,13,0,0,26,0,3,1,.190,.296,.238,.534,.257,43.7,-0.14,0.07,1997-11-11
1220,박승규19삼CF,14,23,21,2,4,0,0,0,4,2,1,1,2,0,0,7,0,0,0,.190,.261,.190,.451,.227,28.5,-0.14,-0.08,2000-09-02
1221,한석현22LRF,6,10,9,1,2,0,0,0,2,0,0,1,0,0,0,3,0,1,0,.222,.222,.222,.444,.189,4.8,-0.14,-0.21,1994-05-17
1222,국해성20두RF,46,94,86,10,20,1,0,3,30,17,1,1,6,1,2,21,2,0,1,.233,.287,.349,.636,.282,64.4,-0.14,-0.04,1989-10-08
1223,최상민22SLF,27,18,14,3,1,0,0,0,1,1,3,1,3,0,0,4,0,1,0,.071,.235,.071,.307,.172,-7.0,-0.14,0.27,1999-08-20
1224,윤동희22롯1B,4,13,13,1,2,1,0,0,3,1,0,0,0,0,0,2,1,0,0,.154,.154,.231,.385,.174,-7.5,-0.14,-0.25,2003-09-18
1225,공민규22삼1B,15,22,19,0,3,0,0,0,3,2,0,0,1,1,0,10,0,0,1,.158,.227,.158,.385,.195,10.6,-0.14,-0.22,1999-09-27
1226,추재현22롯RF,33,66,58,10,13,4,0,0,17,5,1,0,7,1,0,17,1,0,0,.224,.318,.293,.611,.296,75.8,-0.14,-0.53,1999-02-22
1227,박찬도20삼LF,51,116,96,20,21,5,0,1,29,8,5,1,15,1,1,22,2,2,2,.219,.325,.302,.627,.292,65.2,-0.15,-0.62,1989-02-22
1228,모창민21N1B,3,6,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,.000,.167,.000,.167,.123,-46.3,-0.15,-0.15,1985-05-08
1229,김민준20SLF,12,5,4,4,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,.000,.000,.000,.000,.000,-126.0,-0.15,0.12,1994-02-12
1230,최승민21NCF,48,34,31,8,7,1,0,0,8,1,4,3,1,0,0,7,0,2,0,.226,.250,.258,.508,.230,27.3,-0.15,-0.18,1996-07-01
1231,최재원20LCF,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,.000,.000,.000,.000,.000,-126.0,-0.15,-0.07,1990-07-30
1232,김민수19삼C,29,41,39,5,8,1,0,0,9,2,0,0,1,0,0,16,0,0,1,.205,.220,.231,.450,.211,17.3,-0.15,-0.59,1991-03-02
1233,이태훈22삼DH,10,18,17,2,3,0,0,0,3,0,0,0,1,0,0,6,0,0,0,.176,.222,.176,.399,.197,11.3,-0.15,0.09,1995-04-03
1234,김호재19삼2B,28,33,32,1,7,1,0,0,8,0,0,1,1,0,0,7,1,0,0,.219,.242,.250,.492,.234,32.4,-0.16,-0.07,1995-05-31
1235,박주홍20키DH,13,25,24,0,6,2,0,0,8,1,0,1,1,0,0,10,0,0,0,.250,.280,.333,.613,.283,60.9,-0.16,-0.15,2001-04-16
1236,정진기21SNLF,88,206,193,27,43,8,0,6,69,21,6,3,10,1,0,39,2,2,0,.223,.265,.358,.622,.286,62.1,-0.16,-0.26,1992-10-10
1237,김시앙22키C,13,14,12,1,1,0,0,0,1,0,0,0,1,0,0,8,1,1,0,.083,.154,.083,.237,.119,-41.0,-0.16,-0.17,2001-10-31
1238,김민혁20KLF,108,249,222,35,53,5,2,5,77,25,8,4,22,2,0,42,4,2,1,.239,.312,.347,.659,.304,73.1,-0.16,0.86,1995-11-21
1239,허관회21한C,28,79,63,4,12,0,0,0,12,2,0,0,13,1,0,22,1,0,2,.190,.329,.190,.520,.277,58.2,-0.16,-0.57,1999-02-12
